pair,timestamp,price
btc-usd,2023-02-11T19:00:00,21878.46823038625
btc-usd,2023-02-12T19:00:00,21646.959927678326
btc-usd,2023-02-13T19:00:00,21970.09973026002
btc-usd,2023-02-14T19:00:00,23256.27192103903
btc-usd,2023-02-15T19:00:00,24575.904743109313
btc-usd,2023-02-16T19:00:00,24137.619115366673
btc-usd,2023-02-17T19:00:00,24628.27350170667
btc-usd,2023-02-18T19:00:00,24662.40360671502
btc-usd,2023-02-19T19:00:00,24660.63693645416
btc-usd,2023-02-20T19:00:00,24661.60951670238
btc-usd,2023-02-21T19:00:00,23975.48778863322
btc-usd,2023-02-22T19:00:00,24051.091491424104
btc-usd,2023-02-23T19:00:00,23409.36645150565
btc-usd,2023-02-24T19:00:00,23028.847905710707
btc-usd,2023-02-25T19:00:00,23360.86078647252
btc-usd,2023-02-26T19:00:00,23469.05496918074
btc-usd,2023-02-27T19:00:00,23368.530029935504
btc-usd,2023-02-28T19:00:00,23611.05838127877
btc-usd,2023-03-01T19:00:00,23421.431616650367
btc-usd,2023-03-02T19:00:00,22397.62066751822
btc-usd,2023-03-03T19:00:00,22349.55966414591
btc-usd,2023-03-04T19:00:00,22433.53731330336
btc-usd,2023-03-05T19:00:00,22426.747808498487
btc-usd,2023-03-06T19:00:00,22243.11905314754
btc-usd,2023-03-07T19:00:00,22002.496721632553
btc-usd,2023-03-08T19:00:00,21125.86262654877
btc-usd,2023-03-09T19:00:00,19964.201765072336
btc-usd,2023-03-10T19:00:00,20440.330415706805
btc-usd,2023-03-11T19:00:00,21246.174273947014
btc-usd,2023-03-12T20:00:00,23407.583633580936
btc-usd,2023-03-13T20:00:00,24969.04653115229
btc-usd,2023-03-14T20:00:00,24638.333304799573
btc-usd,2023-03-15T20:00:00,24780.800256623428
btc-usd,2023-03-16T20:00:00,26474.953514395045
btc-usd,2023-03-17T20:00:00,27368.836366441792
btc-usd,2023-03-18T20:00:00,27802.475495124174
btc-usd,2023-03-19T20:00:00,27939.76172618251
btc-usd,2023-03-20T20:00:00,28103.774150429545
btc-usd,2023-03-21T20:00:00,28065.888763727744
btc-usd,2023-03-22T20:00:00,28000.207408726536
btc-usd,2023-03-23T20:00:00,27877.705022664635
btc-usd,2023-03-24T20:00:00,27508.59948252124
btc-usd,2023-03-25T20:00:00,27842.25908883713
btc-usd,2023-03-26T20:00:00,27369.075804891396
btc-usd,2023-03-27T20:00:00,27045.950254153748
btc-usd,2023-03-28T20:00:00,28186.91751328334
btc-usd,2023-03-29T20:00:00,28381.866816462218
btc-usd,2023-03-30T20:00:00,28232.104424313227
btc-usd,2023-03-31T20:00:00,28487.996662740767
btc-usd,2023-04-01T20:00:00,28186.039692574675
btc-usd,2023-04-02T20:00:00,27999.102430509734
btc-usd,2023-04-03T20:00:00,28124.151389365503
btc-usd,2023-04-04T20:00:00,28335.780829362528
btc-usd,2023-04-05T20:00:00,27996.90369743824
btc-usd,2023-04-06T20:00:00,27945.733725858965
btc-usd,2023-04-07T20:00:00,28012.720281455666
btc-usd,2023-04-08T20:00:00,28115.847614934366
btc-usd,2023-04-09T20:00:00,28928.439092763638
btc-usd,2023-04-10T20:00:00,30134.075979387108
btc-usd,2023-04-11T20:00:00,30063.639722118955
btc-usd,2023-04-12T20:00:00,30299.294021637816
btc-usd,2023-04-13T20:00:00,30584.51713401347
btc-usd,2023-04-14T20:00:00,30393.309226316353
btc-usd,2023-04-15T20:00:00,30344.94035975625
btc-usd,2023-04-16T20:00:00,29691.296440883823
btc-usd,2023-04-17T20:00:00,30058.71226997019
btc-usd,2023-04-18T20:00:00,29356.86961322741
btc-usd,2023-04-19T20:00:00,28586.198626755646
btc-usd,2023-04-20T20:00:00,27841.27264503623
btc-usd,2023-04-21T20:00:00,27491.01635421741
btc-usd,2023-04-22T20:00:00,27559.748222182985
btc-usd,2023-04-23T20:00:00,27449.270203563017
btc-usd,2023-04-24T20:00:00,27639.93455908781
btc-usd,2023-04-25T20:00:00,28794.345523117037
btc-usd,2023-04-26T20:00:00,29242.362946486104
btc-usd,2023-04-27T20:00:00,29297.717285965096
btc-usd,2023-04-28T20:00:00,29296.606063069692
btc-usd,2023-04-29T20:00:00,29475.57325360911
btc-usd,2023-04-30T20:00:00,28353.475434992983
btc-usd,2023-05-01T20:00:00,28371.81583897519
btc-usd,2023-05-02T20:00:00,28567.003356497768
btc-usd,2023-05-03T20:00:00,28964.96676876488
btc-usd,2023-05-04T20:00:00,29330.202472840123
btc-usd,2023-05-05T20:00:00,29095.879971693284
btc-usd,2023-05-06T20:00:00,28874.512791639838
btc-usd,2023-05-07T20:00:00,27879.72448289716
btc-usd,2023-05-08T20:00:00,27600.961662873346
btc-usd,2023-05-09T20:00:00,27708.808154814156
btc-usd,2023-05-10T20:00:00,27172.083999829625
btc-usd,2023-05-11T20:00:00,26419.416248667072
btc-usd,2023-05-12T20:00:00,26846.058498196402
btc-usd,2023-05-13T20:00:00,26902.655083063215
btc-usd,2023-05-14T20:00:00,27335.823881855464
btc-usd,2023-05-15T20:00:00,27058.533616244003
btc-usd,2023-05-16T20:00:00,27003.103344000472
btc-usd,2023-05-17T20:00:00,27037.94677992752
btc-usd,2023-05-18T20:00:00,26883.88042166161
btc-usd,2023-05-19T20:00:00,26994.526267303612
btc-usd,2023-05-20T20:00:00,26947.414899895793
btc-usd,2023-05-21T20:00:00,26823.243602407678
btc-usd,2023-05-22T20:00:00,27249.3397883051
btc-usd,2023-05-23T20:00:00,26469.216622119176
btc-usd,2023-05-24T20:00:00,26296.777883396815
btc-usd,2023-05-25T20:00:00,26654.44686661472
btc-usd,2023-05-26T20:00:00,26740.954902228877
btc-usd,2023-05-27T20:00:00,27468.824554503048
btc-usd,2023-05-28T20:00:00,27961.90144418607
btc-usd,2023-05-29T20:00:00,27810.491392024207
btc-usd,2023-05-30T20:00:00,27164.282081621546
btc-usd,2023-05-31T20:00:00,26914.219512425545
btc-usd,2023-06-01T20:00:00,27042.98649040561
btc-usd,2023-06-02T20:00:00,27161.685461077148
btc-usd,2023-06-03T20:00:00,27190.523503472345
btc-usd,2023-06-04T20:00:00,26124.742946872237
btc-usd,2023-06-05T20:00:00,26296.15635371449
btc-usd,2023-06-06T20:00:00,26667.68214080311
btc-usd,2023-06-07T20:00:00,26491.957183402115
btc-usd,2023-06-08T20:00:00,26525.063188917775
btc-usd,2023-06-09T20:00:00,25798.77669321826
btc-usd,2023-06-10T20:00:00,25889.657869381033
btc-usd,2023-06-11T20:00:00,25860.253039299518
btc-usd,2023-06-12T20:00:00,26007.237170491044
btc-usd,2023-06-13T20:00:00,25553.65726796221
btc-usd,2023-06-14T20:00:00,25127.152611222813
btc-usd,2023-06-15T20:00:00,25903.07584213193
btc-usd,2023-06-16T20:00:00,26479.62799808251
btc-usd,2023-06-17T20:00:00,26506.015313146378
btc-usd,2023-06-18T20:00:00,26589.744423934157
btc-usd,2023-06-19T20:00:00,27543.76478594964
btc-usd,2023-06-20T20:00:00,29470.245876918656
btc-usd,2023-06-21T20:00:00,30077.129251999326
btc-usd,2023-06-22T20:00:00,30601.27316074815
btc-usd,2023-06-23T20:00:00,30606.319145980702
btc-usd,2023-06-24T20:00:00,30638.408944598985
btc-usd,2023-06-25T20:00:00,30285.736099651916
btc-usd,2023-06-26T20:00:00,30616.85741736752
btc-usd,2023-06-27T20:00:00,30241.984440829026
btc-usd,2023-06-28T20:00:00,30503.63226096112
btc-usd,2023-06-29T20:00:00,30417.163123869723
btc-usd,2023-06-30T20:00:00,30512.72966102892
btc-usd,2023-07-01T20:00:00,30534.50517351915
btc-usd,2023-07-02T20:00:00,30944.94369741551
btc-usd,2023-07-03T20:00:00,30992.875356633045
btc-usd,2023-07-04T20:00:00,30486.543729925554
btc-usd,2023-07-05T20:00:00,30560.71528135267
btc-usd,2023-07-06T20:00:00,30209.723345191695
btc-usd,2023-07-07T20:00:00,30221.58182133935
btc-usd,2023-07-08T20:00:00,30271.56132535028
btc-usd,2023-07-09T20:00:00,30395.85695481019
btc-usd,2023-07-10T20:00:00,30522.530936868105
btc-usd,2023-07-11T20:00:00,30597.28636633755
btc-usd,2023-07-12T20:00:00,31024.02840438813
btc-usd,2023-07-13T20:00:00,30841.142605255423
btc-usd,2023-07-14T20:00:00,30320.57021197254
btc-usd,2023-07-15T20:00:00,30300.116026183146
btc-usd,2023-07-16T20:00:00,30116.301560904783
btc-usd,2023-07-17T20:00:00,29890.391353287687
btc-usd,2023-07-18T20:00:00,29972.98937028672
btc-usd,2023-07-19T20:00:00,29946.60658071943
btc-usd,2023-07-20T20:00:00,29871.147131576046
btc-usd,2023-07-21T20:00:00,29860.89275263462
btc-usd,2023-07-22T20:00:00,30010.325115228916
btc-usd,2023-07-23T20:00:00,29266.44862099993
btc-usd,2023-07-24T20:00:00,29200.356152178923
btc-usd,2023-07-25T20:00:00,29338.418177360545
btc-usd,2023-07-26T20:00:00,29320.229414837388
btc-usd,2023-07-27T20:00:00,29288.201682230818
btc-usd,2023-07-28T20:00:00,29327.041064601588
btc-usd,2023-07-29T20:00:00,29262.383253750686
btc-usd,2023-07-30T20:00:00,29302.183604045014
btc-usd,2023-07-31T20:00:00,29042.93970086297
btc-usd,2023-08-01T20:00:00,29396.22216016268
btc-usd,2023-08-02T20:00:00,29192.397327741568
btc-usd,2023-08-03T20:00:00,29127.469209829633
btc-usd,2023-08-04T20:00:00,29030.40711792238
btc-usd,2023-08-05T20:00:00,29048.861978354358
btc-usd,2023-08-06T20:00:00,28986.987054576643
btc-usd,2023-08-07T20:00:00,29609.81599372502
btc-usd,2023-08-08T20:00:00,29701.418960731447
btc-usd,2023-08-09T20:00:00,29481.109357358684
btc-usd,2023-08-10T20:00:00,29382.112366949492
btc-usd,2023-08-11T20:00:00,29413.532031671337
btc-usd,2023-08-12T20:00:00,29364.929893195385
btc-usd,2023-08-13T20:00:00,29397.245839338735
btc-usd,2023-08-14T20:00:00,29271.151412449446
btc-usd,2023-08-15T20:00:00,29020.352179125435
btc-usd,2023-08-16T20:00:00,27693.065684711033
btc-usd,2023-08-17T20:00:00,26229.8576157095
btc-usd,2023-08-18T20:00:00,26020.908221075846
btc-usd,2023-08-19T20:00:00,26128.91549843935
btc-usd,2023-08-20T20:00:00,26037.080304916806
btc-usd,2023-08-21T20:00:00,25887.253516772103
btc-usd,2023-08-22T20:00:00,26297.89217308377
btc-usd,2023-08-23T20:00:00,26206.35160253679
btc-usd,2023-08-24T20:00:00,26015.04511712696
btc-usd,2023-08-25T20:00:00,26031.905392113826
btc-usd,2023-08-26T20:00:00,26076.835324163596
btc-usd,2023-08-27T20:00:00,26037.12097660515
btc-usd,2023-08-28T20:00:00,27337.428384324146
btc-usd,2023-08-29T20:00:00,27326.918719067202
btc-usd,2023-08-30T20:00:00,26600.497138368653
btc-usd,2023-08-31T20:00:00,25760.028446058102
btc-usd,2023-09-01T20:00:00,25821.19628842016
btc-usd,2023-09-02T20:00:00,25933.124010092415
btc-usd,2023-09-03T20:00:00,25863.87914531369
btc-usd,2023-09-04T20:00:00,25729.387591936906
btc-usd,2023-09-05T20:00:00,25688.510660002506
btc-usd,2023-09-06T20:00:00,25920.631250304832
btc-usd,2023-09-07T20:00:00,26002.70087520765
btc-usd,2023-09-08T20:00:00,25871.085051340644
btc-usd,2023-09-09T20:00:00,25793.95192790119
btc-usd,2023-09-10T20:00:00,25300.69908637865
btc-usd,2023-09-11T20:00:00,25956.0585264554
btc-usd,2023-09-12T20:00:00,26128.11330873184
btc-usd,2023-09-13T20:00:00,26521.36765020566
btc-usd,2023-09-14T20:00:00,26475.729411579076
btc-usd,2023-09-15T20:00:00,26572.228839603173
btc-usd,2023-09-16T20:00:00,26521.614023827904
btc-usd,2023-09-17T20:00:00,27001.51417678959
btc-usd,2023-09-18T20:00:00,27151.31885513613
btc-usd,2023-09-19T20:00:00,27108.859278996744
btc-usd,2023-09-20T20:00:00,26685.172882372684
btc-usd,2023-09-21T20:00:00,26604.113443912924
btc-usd,2023-09-22T20:00:00,26576.916780662286
btc-usd,2023-09-23T20:00:00,26493.002183877616
btc-usd,2023-09-24T20:00:00,26196.780058791384
btc-usd,2023-09-25T20:00:00,26211.601822073204
btc-usd,2023-09-26T20:00:00,26396.301414036232
btc-usd,2023-09-27T20:00:00,26873.865647271545
btc-usd,2023-09-28T20:00:00,26942.23791250175
btc-usd,2023-09-29T20:00:00,26980.089912545594
btc-usd,2023-09-30T20:00:00,27509.273438385055
btc-usd,2023-10-01T20:00:00,28069.772582363013
btc-usd,2023-10-02T20:00:00,27429.35967113619
btc-usd,2023-10-03T20:00:00,27537.609560712517
btc-usd,2023-10-04T20:00:00,27695.626177385388
btc-usd,2023-10-05T20:00:00,27770.67872261494
btc-usd,2023-10-06T20:00:00,27942.74053736986
btc-usd,2023-10-07T20:00:00,27929.245302452837
btc-usd,2023-10-08T20:00:00,27575.226559535717
btc-usd,2023-10-09T20:00:00,27464.944001629516
btc-usd,2023-10-10T20:00:00,26905.3927559623
btc-usd,2023-10-11T20:00:00,26728.287624661672
btc-usd,2023-10-12T20:00:00,26841.247693417063
btc-usd,2023-10-13T20:00:00,26884.131016816264
btc-usd,2023-10-14T20:00:00,27077.021704327337
btc-usd,2023-10-15T20:00:00,28222.204814769622
btc-usd,2023-10-16T20:00:00,28414.91382047003
btc-usd,2023-10-17T20:00:00,28453.656231868586
btc-usd,2023-10-18T20:00:00,28572.946921155035
btc-usd,2023-10-19T20:00:00,29525.454674580833
btc-usd,2023-10-20T20:00:00,29910.705772125624
btc-usd,2023-10-21T20:00:00,29929.44050364835
btc-usd,2023-10-22T20:00:00,31610.015207157998
btc-usd,2023-10-23T20:00:00,34070.5141871154
btc-usd,2023-10-24T20:00:00,34453.87328901385
btc-usd,2023-10-25T20:00:00,34223.48680740526
btc-usd,2023-10-26T20:00:00,33925.71966608266
btc-usd,2023-10-27T20:00:00,34124.4977056695
btc-usd,2023-10-28T20:00:00,34431.290399938465
btc-usd,2023-10-29T20:00:00,34455.339086468164
btc-usd,2023-10-30T20:00:00,34419.94247079191
btc-usd,2023-10-31T20:00:00,34738.281159369544
btc-usd,2023-11-01T20:00:00,35163.692890822
btc-usd,2023-11-02T20:00:00,34523.73494048379
btc-usd,2023-11-03T20:00:00,34839.941073282884
btc-usd,2023-11-04T20:00:00,35027.89196199676
btc-usd,2023-11-05T19:00:00,35027.73771692512
btc-usd,2023-11-06T19:00:00,35199.955677062506
btc-usd,2023-11-07T19:00:00,35520.495807148975
btc-usd,2023-11-08T19:00:00,36713.632123023985
btc-usd,2023-11-09T19:00:00,37089.69336594382
btc-usd,2023-11-10T19:00:00,37073.953945298075
btc-usd,2023-11-11T19:00:00,37084.31732573674
btc-usd,2023-11-12T19:00:00,36834.26546429967
btc-usd,2023-11-13T19:00:00,35949.937174355524
btc-usd,2023-11-14T19:00:00,36905.26280914689
btc-usd,2023-11-15T19:00:00,36632.185334668735
btc-usd,2023-11-16T19:00:00,36353.80212979642
btc-usd,2023-11-17T19:00:00,36549.01424724566
btc-usd,2023-11-18T19:00:00,36878.09086440375
btc-usd,2023-11-19T19:00:00,37368.739236961264
btc-usd,2023-11-20T19:00:00,36907.058038115625
btc-usd,2023-11-21T19:00:00,36815.864205524325
btc-usd,2023-11-22T19:00:00,37319.10196736156
btc-usd,2023-11-23T19:00:00,37839.73354005114
btc-usd,2023-11-24T19:00:00,37781.567164135704
btc-usd,2023-11-25T19:00:00,37507.43713818416
btc-usd,2023-11-26T19:00:00,37073.84387725694
btc-usd,2023-11-27T19:00:00,37811.885909146746
btc-usd,2023-11-28T19:00:00,37954.29587508803
btc-usd,2023-11-29T19:00:00,37757.766026413876
btc-usd,2023-11-30T19:00:00,38523.21140992524
btc-usd,2023-12-01T19:00:00,39141.785201968014
btc-usd,2023-12-02T19:00:00,39719.355578961746
btc-usd,2023-12-03T19:00:00,41435.17866387393
btc-usd,2023-12-04T19:00:00,42937.63097801375
btc-usd,2023-12-05T19:00:00,43902.65505202146
btc-usd,2023-12-06T19:00:00,43449.74309079181
btc-usd,2023-12-07T19:00:00,43841.10503274146
btc-usd,2023-12-08T19:00:00,44006.17831333739
btc-usd,2023-12-09T19:00:00,43813.95976594166
btc-usd,2023-12-10T19:00:00,41650.33233510359
btc-usd,2023-12-11T19:00:00,41458.754398667916
btc-usd,2023-12-12T19:00:00,41981.82370655449
btc-usd,2023-12-13T19:00:00,42756.714866853756
btc-usd,2023-12-14T19:00:00,42286.17962487059
btc-usd,2023-12-15T19:00:00,42253.912041540054
btc-usd,2023-12-16T19:00:00,41862.963055946006
btc-usd,2023-12-17T19:00:00,41508.894002836605
btc-usd,2023-12-18T19:00:00,42568.58546789954
btc-usd,2023-12-19T19:00:00,43600.92690279478
btc-usd,2023-12-20T19:00:00,43727.602051378446
btc-usd,2023-12-21T19:00:00,43809.110588489166
btc-usd,2023-12-22T19:00:00,43703.37546895323
btc-usd,2023-12-23T19:00:00,43502.67920038984
btc-usd,2023-12-24T19:00:00,43361.233507081364
btc-usd,2023-12-25T19:00:00,42496.396122348364
btc-usd,2023-12-26T19:00:00,43063.561838521215
btc-usd,2023-12-27T19:00:00,42929.3422148636
btc-usd,2023-12-28T19:00:00,42321.511359492615
btc-usd,2023-12-29T19:00:00,42100.78092747555
btc-usd,2023-12-30T19:00:00,42435.85380047215
